prev_token,next_token,prev_len,next_len,is_digit_before,label
sürülüb,,7,0,0,0
tapıb,ötən,5,4,0,1
edilib,,6,0,0,0
olunub,,6,0,0,0
olunub,,6,0,0,0
,,0,0,1,0
alnıb,şamaxı,5,6,0,1
olub,,4,0,0,0
olub,,4,0,0,0
alınıb,,6,0,0,0
olunur,enerjisi,6,8,0,1
olub,,4,0,0,0
verib,hesabat,5,7,0,1
olmuşdur,,8,0,0,0
edir,,4,0,0,0
sakitdir,kosmik,8,6,0,1
edir,enerjisi,4,8,0,1
proqnozlaşdırılır,günəş,17,5,0,1
gözlənilir,,10,0,0,0
olunmur,geomaqnit,7,9,0,1
gözlənilir,,10,0,0,0
bağlıdır,,8,0,0,0
olub,,4,0,0,0
tapıb,bundan,5,6,0,1
qoşulmayıb,,10,0,0,0
verir,,5,0,0,0
sayğaclaşıb,,11,0,0,0
edir,,4,0,0,0
edir,,4,0,0,0
tapıb,baş,5,3,0,1
alınıb,,6,0,0,0
alınıb,,6,0,0,0
edir,qeyd,4,4,0,1
keçirir,,7,0,0,0
edir,,4,0,0,0
olunur,,6,0,0,0
qidalandırır,,12,0,0,0
paylanır,,8,0,0,0
ötürür,,6,0,0,0
dir,,3,0,0,0
xətlərdir,,9,0,0,0
saxlanılıb,di̇n,10,3,0,1
qaçıb,,5,0,0,0
saxlanılıb,,10,0,0,0
götürülüb,,9,0,0,0
alınıb,faktla,6,6,0,1
göndərilib,,10,0,0,0
bilərlər,,8,0,0,0
başlanıb,şirvan,8,6,0,1
olub,araşdırmalarla,4,14,0,1
edilib,faktla,6,6,0,1
,,0,0,1,0
tutulub,hazırda,7,7,0,1
edir,,4,0,0,0
,,0,0,1,0
olub,daxili,4,6,0,1
saxlanılıb,araşdırma,10,9,0,1
aparılır,,8,0,0,0
endirib,,7,0,0,0
yayıb,,5,0,0,0
zərərsizləşdirilib,,18,0,0,0
uçub,apa,4,3,0,1
yayıb,səhər,5,5,0,1
olub,hadisə,4,6,0,1
bildirilib,yaralananlar,10,12,0,1
araşdırılır,,11,0,0,0
keçirib,apa,7,3,0,1
olub,,4,0,0,0
keçib,,5,0,0,0
verib,,5,0,0,0
edilib,,6,0,0,0
açıb,,4,0,0,0
çalışır,,7,0,0,0
danışıblar,sonda,10,5,0,1
cavablandırılıb,qeyd,15,4,0,1
çatıb,,5,0,0,0
keçirəcək,,9,0,0,0
açıqlanıb,milli,9,5,0,1
gözlənilir,,10,0,0,0
olacaq,,6,0,0,0
güclənəcək,,10,0,0,0
olacaq,,6,0,0,0
olacaq,,6,0,0,0
olacaq,azərbaycanın,6,12,0,1
gözlənilir,,10,0,0,0
olacaq,,6,0,0,0
güclənəcək,havanın,10,7,0,1
olacaq,,6,0,0,0
,,0,0,1,0
alınıb,şamaxı,6,6,0,1
olub,,4,0,0,0
olub,,4,0,0,0
alınıb,,6,0,0,0
olunur,enerjisi,6,8,0,1
olub,,4,0,0,0
verib,hesabat,5,7,0,1
olmuşdur,,8,0,0,0
edir,,4,0,0,0
sakitdir,kosmik,8,6,0,1
edir,enerjisi,4,8,0,1
proqnozlaşdırılır,günəş,17,5,0,1
gözlənilir,,10,0,0,0
olunmur,geomaqnit,7,9,0,1
gözlənilir,,10,0,0,0
olub,,4,0,0,0
yaradılacaq,,11,0,0,0
tapıb,bildirilib,5,10,0,1
,,0,0,1,0
edib,,4,0,0,0
edəcək,həmçinin,6,8,0,1
olunur,,6,0,0,0
edib,apa,4,3,0,1
görüşüb,,7,0,0,0
etdik,,5,0,0,0
bildirib,,8,0,0,0
anlaşıb,,7,0,0,0
apasport,az,8,2,0,0
yetirəcək,,9,0,0,0
keçib,,5,0,0,0
çatıb,apa,5,3,0,1
edib,mərasim,4,7,0,1
olunub,qeyd,6,4,0,1
edib,,4,0,0,0
keçirilir,apa,9,3,0,1
tutub,mərasimdə,5,9,0,1
edir,vida,4,4,0,1
olunacaq,aytən,8,5,0,1
sürüb,apa,5,3,0,1
var,,3,0,0,0
deyilir,i̇stintaqın,7,10,0,1
imzalanıb,,9,0,0,0
alıblar,,7,0,0,0
verməyib,,8,0,0,0
qoyub,,5,0,0,0
deyilib,bu,7,2,0,1
bildirilir,,10,0,0,0
gözləyir,,8,0,0,0
keçirib,apa,7,3,0,1
olub,,4,0,0,0
keçib,,5,0,0,0
verib,,5,0,0,0
edilib,,6,0,0,0
açıb,,4,0,0,0
çalışır,,7,0,0,0
danışıblar,sonda,10,5,0,1
cavablandırılıb,qeyd,15,4,0,1
çatıb,,5,0,0,0
keçirəcək,,9,0,0,0
açıqlanıb,milli,9,5,0,1
gözlənilir,,10,0,0,0
olacaq,,6,0,0,0
güclənəcək,,10,0,0,0
olacaq,,6,0,0,0
olacaq,,6,0,0,0
olacaq,azərbaycanın,6,12,0,1
gözlənilir,,10,0,0,0
olacaq,,6,0,0,0
güclənəcək,havanın,10,7,0,1
olacaq,,6,0,0,0
açıqlanıb,apa,9,3,0,1
bildirilib,,10,0,0,0
yaralanıb,,9,0,0,0
bildirib,ukrayna,8,7,0,1
açıqlayıb,,9,0,0,0
edilib,,6,0,0,0
,,0,0,0,0
olub,,4,0,0,0
siyahımızdadır,,14,0,0,0
bildirib,,8,0,0,0
verəcək,,7,0,0,0
edib,,4,0,0,0
yaradılıb,,9,0,0,0
bildirib,,8,0,0,0
çevriləcək,,10,0,0,0
bilər,,5,0,0,0
,,0,0,0,0
endirib,apa,7,3,0,1
yayıb,bildirilib,5,10,0,1
endirilib,,9,0,0,0
yayılır,apa,7,3,0,1
bildirilib,qeyd,10,4,0,1
addımdır,,8,0,0,0
çağırırıq,azərbaycan,9,10,0,1
səsləyirik,qeyd,10,4,0,1
edilməkdədir,,12,0,0,0
gözlənilir,,10,0,0,0
zəifləyəcək,apa,11,3,0,1
var,,3,0,0,0
gözlənilir,yanvarın,10,8,0,1
gözlənilir,,10,0,0,0
var,,3,0,0,0
güclənəcək,,10,0,0,0
gözlənilir,,10,0,0,0
var,,3,0,0,0
keçirəcək,apa,9,3,0,1
bildirilib,məlumata,10,8,0,1
keçiriləcək,qeyd,11,4,0,1
bilər,,5,0,0,0
bilər,,5,0,0,0
,şimal,0,5,1,1
,muğan,0,5,1,1
,cənub,0,5,1,1
,daxili,0,6,1,1
,bakı,0,4,1,1
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
h,z,1,1,0,0
z,tağıyev,1,7,0,0
olunub,baş,6,3,0,1
,,0,0,1,0
edib,görüşdə,4,7,0,1
edilib,daha,6,4,0,1
çəkilib,,7,0,0,0
olub,,4,0,0,0
verib,,5,0,0,0
edilib,,6,0,0,0
yanıb,,5,0,0,0
olunub,,6,0,0,0
alıb,,4,0,0,0
aparılıb,,8,0,0,0
aparılır,,8,0,0,0
öldürülüb,apa,9,3,0,1
yayıb,bildirilib,5,10,0,1
olub,,4,0,0,0
etdirilir,di̇n,9,3,0,1
veriblər,belə,8,4,0,1
götürüblər,eyni,10,4,0,1
etdirilir,yeni,9,4,0,1
götürülüb,,9,0,0,0
verilməlidir,,12,0,0,0
önəmlidir,vətəndaşlar,9,11,0,1
bilər,cəmiyyətdə,5,10,0,1
bildirilib,,10,0,0,0
olub,apa,4,3,0,1
olub,onun,4,4,0,1
ryandır,bu,7,2,0,1
verib,o,5,1,0,1
edilib,,6,0,0,0
olunur,,6,0,0,0
,fransa,0,6,0,1
olur,qeyd,4,4,0,1
olunub,qısa,6,4,0,1
aşkarlanıb,azərbaycan,10,10,0,1
verməyib,məlum,8,5,0,1
edib,daxili,4,6,0,1
edilib,,6,0,0,0
bilir,apa,5,3,0,1
yazıb,nəşrin,5,6,0,1
olur,,4,0,0,0
olunub,,6,0,0,0
edilib,,6,0,0,0
edilib,,6,0,0,0
bilərlər,həmçinin,8,8,0,1
mümkündür,,9,0,0,0
yaradılıb,sözügüdən,9,9,0,1
reallaşdırılıb,gün,14,3,0,1
bilərlər,,8,0,0,0
youtu,be,5,2,0,0
,tl,0,2,0,0
yaradılıb,,9,0,0,0
bildirib,,8,0,0,0
çevriləcək,,10,0,0,0
bilər,,5,0,0,0
,,0,0,0,0
,apa,0,3,0,1
bildirilib,qeyd,10,4,0,1
addımdır,,8,0,0,0
çağırırıq,,9,0,0,0
səsləyirik,,10,0,0,0
vurğulanıb,,10,0,0,0
gözlənilir,,10,0,0,0
zəifləyəcək,apa,11,3,0,1
var,,3,0,0,0
gözlənilir,yanvarın,10,8,0,1
gözlənilir,,10,0,0,0
var,,3,0,0,0
güclənəcək,,10,0,0,0
gözlənilir,,10,0,0,0
var,,3,0,0,0
keçəcək,apa,7,3,0,1
bildirib,o,8,1,0,1
deyib,,5,0,0,0
vurğulayıb,,10,0,0,0
edib,müharibədən,4,11,0,1
edib,,4,0,0,0
edilir,,6,0,0,0
edilib,hesabatda,6,9,0,1
azalıb,,6,0,0,0
açılıb,,6,0,0,0
keçirilir,,9,0,0,0
olunub,həmçinin,6,8,0,1
görülür,,7,0,0,0
yaranıb,,7,0,0,0
vurğulanıb,,10,0,0,0
olub,apa,4,3,0,1
olub,onun,4,4,0,1
ryandır,bu,7,2,0,1
verib,o,5,1,0,1
edilib,,6,0,0,0
olunur,,6,0,0,0
,fransa,0,6,0,1
olur,qeyd,4,4,0,1
olunub,qısa,6,4,0,1
aşkarlanıb,azərbaycan,10,10,0,1
verməyib,məlum,8,5,0,1
edib,daxili,4,6,0,1
edilib,,6,0,0,0
gözlənilir,,10,0,0,0
zəifləyəcək,apa,11,3,0,1
bildirilib,əsasən,10,6,0,1
var,,3,0,0,0
gözlənilir,yanvarın,10,8,0,1
gözlənilir,,10,0,0,0
var,,3,0,0,0
güclənəcək,,10,0,0,0
gözlənilir,,10,0,0,0
var,,3,0,0,0
verib,fhn,5,3,0,1
yanıb,,5,0,0,0
alıb,evin,4,4,0,1
olunub,,6,0,0,0
artır,,5,0,0,0
olunur,,6,0,0,0
,,0,0,1,0
,,0,0,1,0
olub,,4,0,0,0
olunur,apa,6,3,0,1
bildirib,,8,0,0,0
gözlənilir,,10,0,0,0
,xidmət,0,6,0,1
edəcək,,6,0,0,0
gözlənilir,,10,0,0,0
var,,3,0,0,0
,,0,0,0,0
n,mahmudovun,1,10,0,0
gözlənilir,,10,0,0,0
çağırırıq,,9,0,0,0
bilər,,5,0,0,0
verib,,5,0,0,0
vurdu,belə,5,4,0,1
çəkdi,bazar,5,5,0,1
saxlayırlar,,11,0,0,0
edir,,4,0,0,0
artır,,5,0,0,0
araşdırmalıyıq,qeyd,14,4,0,1
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
azalmışdır,nəticədə,10,8,0,1
,,0,0,1,0
,,0,0,1,0
yüksəldi,,8,0,0,0
,,0,0,1,0
bağladı,,7,0,0,0
,,0,0,1,0
bilər,i̇nvestorlar,5,11,0,1
izləyəcəklər,bazar,12,5,0,1
saxlayacaqlar,,13,0,0,0
oldu,,4,0,0,0
,,0,0,1,0
gerilədi,,8,0,0,0
,,0,0,1,0
bağladılar,təhlillərə,10,10,0,1
,,0,0,1,0
bilər,,5,0,0,0
,,0,0,1,0
,,0,0,1,0
tamamladı,,9,0,0,0
bilər,,5,0,0,0
olacaq,neft,6,4,0,1
artıb,,5,0,0,0
gedib,,5,0,0,0
gətirib,bununla,7,7,0,1
bilər,,5,0,0,0
götürüb,nəticədə,7,8,0,1
,,0,0,1,0
,,0,0,1,0
bağladılar,analitiklərin,10,13,0,1
bilər,,5,0,0,0
edir,,4,0,0,0
bilər,lakin,5,5,0,1
ucuzlaşdı,,9,0,0,0
tamamladı,i̇nvestorlar,9,11,0,1
artır,,5,0,0,0
bilər,analitiklərin,5,13,0,1
bilər,,5,0,0,0
www,investaz,3,8,0,0
investaz,az,8,2,0,0
bilərsiniz,,10,0,0,0
tənzimlənir,,11,0,0,0
,,0,0,1,0
,,0,0,1,0
göstərməkdədir,yuxarıda,14,8,0,1
xarakterlidir,,13,0,0,0
daşımır,,7,0,0,0
edəcək,,6,0,0,0
yayıb,,5,0,0,0
tutacaq,görüşlər,7,8,0,1
tutulur,,7,0,0,0
çatıb,apa,5,3,0,1
bildirib,daha,8,4,0,1
olunub,,6,0,0,0
gözləyir,,8,0,0,0
gözləyir,,8,0,0,0
olub,apa,4,3,0,1
olunub,yanğınsöndürənlərin,6,19,0,1
söndürülüb,yanğın,10,6,0,1
kv,m,2,1,0,0
m,,1,0,0,0
olunub,,6,0,0,0
,,0,0,1,0
olub,,4,0,0,0
verib,,5,0,0,0
,,0,0,1,0
yaranıb,fhn,7,3,0,1
söndürülüb,,10,0,0,0
alınıb,,6,0,0,0
verib,apa,5,3,0,1
verib,sərnişin,5,8,0,1
ölüb,,4,0,0,0
başlayıblar,apasport,11,8,0,1
apasport,az,8,2,0,0
gəlib,atletimiz,5,9,0,1
atıb,,4,0,0,0
olub,,4,0,0,0
verilib,nazirlikdən,7,11,0,1
olub,uşaqlara,4,8,0,1
tutur,qanunvericiliyə,5,15,0,1
yaranır,qeyd,7,4,0,1
tutulub,eyni,7,4,0,1
ediləcəklər,,11,0,0,0
verib,apa,5,3,0,1
yanıb,,5,0,0,0
alıb,evin,4,4,0,1
olunub,,6,0,0,0
söndürülüb,,10,0,0,0
,,0,0,1,0
olub,,4,0,0,0
verib,,5,0,0,0
edilib,,6,0,0,0
yanıb,,5,0,0,0
olunub,,6,0,0,0
alıb,,4,0,0,0
aparılıb,,8,0,0,0
aparılır,,8,0,0,0
edilib,,6,0,0,0
edilib,,6,0,0,0
bilərlər,həmçinin,8,8,0,1
mümkündür,,9,0,0,0
yaradılıb,sözügüdən,9,9,0,1
reallaşdırılıb,gün,14,3,0,1
bilərlər,yüksək,8,6,0,1
,tl,0,2,0,0
yaradılıb,,9,0,0,0
bildirib,,8,0,0,0
çevriləcək,,10,0,0,0
bilər,,5,0,0,0
,,0,0,0,0
gəlib,apa,5,3,0,1
düzülmüşdü,birləşmiş,10,9,0,1
qarşılayıblar,,13,0,0,0
edib,apa,4,3,0,1
bildirib,roma,8,4,0,1
edib,,4,0,0,0
olmayıb,apa,7,3,0,1
deyib,səfir,5,5,0,1
vurğulayıb,,10,0,0,0
,,0,0,1,0
olub,apa,4,3,0,1
yayıb,bildirilib,5,10,0,1
,,0,0,1,0
alınıb,,6,0,0,0
verib,apa,5,3,0,1
ölüb,novqoroddan,4,11,0,1
olub,,4,0,0,0
planlaşdırır,apa,12,3,0,1
bildirib,i̇sveçin,8,7,0,1
planlaşdırır,konfransda,12,10,0,1
adlandırıb,,10,0,0,0
bildirib,,8,0,0,0
çatıb,apa,5,3,0,1
,,0,0,1,0
,,0,0,1,0
etməlidirlər,növbədənkənar,12,13,0,1
,,0,0,1,0
edib,qeyd,4,4,0,1
təsdiqlənib,msk,11,3,0,1
təsdiqləyib,,11,0,0,0
olunub,msk,6,3,0,1
edilib,,6,0,0,0
təsdiqlənib,prezidentliyə,11,13,0,1
dür,,3,0,0,0
alınıb,azərbaycanda,6,12,0,1
keçiriləcək,,11,0,0,0
edəcək,milli,6,5,0,1
edəcək,səfər,6,5,0,1
çatacaq,,7,0,0,0
edib,apa,4,3,0,1
qoyub,,5,0,0,0
verib,apa,5,3,0,1
toqquşub,toqquşma,8,8,0,1
alıb,,4,0,0,0
aparılır,,8,0,0,0
gəlib,apa,5,3,0,1
düzülüb,birləşmiş,7,9,0,1
qarşılayıblar,,13,0,0,0
olmayıb,apa,7,3,0,1
deyib,səfir,5,5,0,1
vurğulayıb,,10,0,0,0
edib,,4,0,0,0
verib,apa,5,3,0,1
ölüb,novqoroddan,4,11,0,1
olub,,4,0,0,0
edilib,,6,0,0,0
imzalayıb,,9,0,0,0
edilmir,belə,7,4,0,1
ediləcək,,8,0,0,0
dəyişib,apa,7,3,0,1
imzalayıb,qərara,9,6,0,1
endirilir,,9,0,0,0
çıxarılır,qeyd,9,4,0,1
edilib,,6,0,0,0
götürür,,7,0,0,0
əlaqələndirib,səudiyyə,13,8,0,1
alıb,,4,0,0,0
istəyib,,7,0,0,0
qoyub,,5,0,0,0
edib,apa,4,3,0,1
qoyub,sonra,5,5,0,1
verilib,,7,0,0,0
edib,apa,4,3,0,1
qoyub,,5,0,0,0
təmasdadır,apa,10,3,0,1
olunub,bildirilib,6,10,0,1
olub,,4,0,0,0
red,,3,0,0,0
edib,,4,0,0,0
zərurətdir,,10,0,0,0
göstərməkdir,,12,0,0,0
işləyir,,7,0,0,0
edib,xatırladaq,4,10,0,1
keçib,,5,0,0,0
verib,,5,0,0,0
keçiriləcək,,11,0,0,0
etsin,,5,0,0,0
minir,,5,0,0,0
edilib,apa,6,3,0,1
imzalayıb,qeyd,9,4,0,1
,,0,0,1,0
,,0,0,1,0
edir,,4,0,0,0
olub,apasport,4,8,0,1
apasport,az,8,2,0,0
aparacaq,,8,0,0,0
yarışacaq,,9,0,0,0
qazanacaq,qeyd,9,4,0,1
tutacaq,,7,0,0,0
tamamlanıb,apa,10,3,0,1
göndərilib,i̇ş,10,2,0,1
verilib,,7,0,0,0
edilib,blogerə,6,7,0,1
,,0,0,1,0
sürülüb,,7,0,0,0
edib,qeyd,4,4,0,1
alınıb,,6,0,0,0
çırpılıb,,8,0,0,0
edib,,4,0,0,0
edilib,,6,0,0,0
verib,,5,0,0,0
keçiriləcək,,11,0,0,0
etsin,,5,0,0,0
minir,,5,0,0,0
keçirilib,,9,0,0,0
bildirilib,,10,0,0,0
bildiriblər,görüş,11,5,0,1
edilib,,6,0,0,0
ediblər,,7,0,0,0
keçirilib,apa,9,3,0,1
yayıb,görüş,5,5,0,1
ediblər,,7,0,0,0
yanıb,apa,5,3,0,1
alınıb,kənd,6,4,0,1
yanıb,hadisə,5,6,0,1
olunub,yanğının,6,8,0,1
alınıb,faktla,6,6,0,1
etdirilir,,9,0,0,0
edib,apa,4,3,0,1
yayıb,bekkenbauer,5,11,0,1
olub,klub,4,4,0,1
keçirib,,7,0,0,0
açıqlanıb,apa,9,3,0,1
yayıb,hadisə,5,6,0,1
alıb,,4,0,0,0
verib,apa,5,3,0,1
ölüb,novqoroddan,4,11,0,1
olub,,4,0,0,0
verib,apa,5,3,0,1
verib,bornun,5,6,0,1
edib,elizabet,4,8,0,1
edəcək,,6,0,0,0
edib,,4,0,0,0
verib,apa,5,3,0,1
alınıb,,6,0,0,0
toqquşub,qəza,8,4,0,1
alıb,o,4,1,0,1
yerləşdirilib,faktla,13,6,0,1
aparılır,,8,0,0,0
uzadılıb,apa,8,3,0,1
yayıb,aşotyan,5,7,0,1
ittihamolunur,,13,0,0,0
edib,apa,4,3,0,1
yayıb,bekkenbauer,5,11,0,1
olub,klub,4,4,0,1
keçirib,,7,0,0,0
planlaşdırmır,apa,13,3,0,1
bildirib,qeyd,8,4,0,1
aparacaq,brifinqdə,8,9,0,1
vurğulayıb,,10,0,0,0
yanıb,apa,5,3,0,1
alınıb,kənd,6,4,0,1
yanıb,hadisə,5,6,0,1
olunub,yanğının,6,8,0,1
alınıb,faktla,6,6,0,1
etdirilir,,9,0,0,0
verilib,apa,7,3,0,1
edib,apa,4,3,0,1
deyib,onun,5,4,0,1
bildirməyib,,11,0,0,0
olacaq,apa,6,3,0,1
deyib,xatırladaq,5,10,0,1
tutub,,5,0,0,0
verilib,apa,7,3,0,1
aparır,apa,6,3,0,1
bildirib,səfirlik,8,8,0,1
edir,,4,0,0,0
keçirir,,7,0,0,0
vurğulayıb,qeyd,10,4,0,1
keçirib,görüşlərin,7,10,0,1
olub,,4,0,0,0
etdirir,apa,7,3,0,1
deyib,,5,0,0,0
imzalanıb,,9,0,0,0
olunub,,6,0,0,0
təsdiqləyib,apa,11,3,0,1
imzalayıb,,9,0,0,0
yayıb,adlar,5,5,0,1
var,nümayəndə,3,9,0,1
edəcək,,6,0,0,0
verib,,5,0,0,0
yaralanıb,apa,9,3,0,1
verib,açıqlamada,5,10,0,1
yaradıb,məscidin,7,8,0,1
istəyib,,7,0,0,0
qalıb,hadisəni,5,8,0,1
alınıb,,6,0,0,0
yerləşdiriliblər,,16,0,0,0
var,,3,0,0,0
görüşüb,apa,7,3,0,1
yayıb,,5,0,0,0
edib,,4,0,0,0
alınıb,apa,6,3,0,1
yayıb,təbii,5,5,0,1
olub,zəlzələ,4,7,0,1
yerləşib,tələfat,8,7,0,1
yoxdur,,6,0,0,0
olub,apa,4,3,0,1
yayıb,texas,5,5,0,1
olub,hadisədə,4,8,0,1
alıb,,4,0,0,0
söndürülüb,apa,10,3,0,1
yayıb,hadisə,5,6,0,1
gəlib,,5,0,0,0
olub,apa,4,3,0,1
alınıb,əraziyə,6,7,0,1
edilib,,6,0,0,0
söndürülüb,apa,10,3,0,1
yayıb,hadisə,5,6,0,1
keçirilib,fövqəladə,9,9,0,1
yerindədir,,10,0,0,0
edilib,apa,6,3,0,1
başlanılıb,əraziyə,10,7,0,1
edilib,,6,0,0,0
edib,apa,4,3,0,1
edib,qeyd,4,4,0,1
yaşayırdı,,9,0,0,0
söndürülüb,apa,10,3,0,1
yayıb,hadisə,5,6,0,1
gəlib,,5,0,0,0
olub,apa,4,3,0,1
alınıb,əraziyə,6,7,0,1
edilib,,6,0,0,0
olunub,apa,6,3,0,1
verilib,,7,0,0,0
planlaşdırılır,,14,0,0,0
yerindədir,,10,0,0,0
olunub,,6,0,0,0
reallaşıb,apa,9,3,0,1
yayıb,,5,0,0,0
keçirilir,,9,0,0,0
keçirilir,,9,0,0,0
vurğulanıb,qeyd,10,4,0,1
olmayıb,,7,0,0,0
olunub,,6,0,0,0
göstərilir,,10,0,0,0
yerindədir,,10,0,0,0
vurğulanıb,,10,0,0,0
olunub,apa,6,3,0,1
verilib,,7,0,0,0
planlaşdırılır,,14,0,0,0
yerindədir,,10,0,0,0
olunub,,6,0,0,0
çırpılıb,apa,8,3,0,1
yazıb,,5,0,0,0
götürülüb,,9,0,0,0
bildirib,hadisə,8,6,0,1
yoxdur,,6,0,0,0
olub,,4,0,0,0
olunub,,6,0,0,0
kv,m,2,1,0,0
deyib,,5,0,0,0
olunub,,6,0,0,0
,,0,0,0,0
söndürülüb,apa,10,3,0,1
yayıb,hadisə,5,6,0,1
gəlib,,5,0,0,0
olub,apa,4,3,0,1
alınıb,əraziyə,6,7,0,1
edilib,,6,0,0,0
artıb,apa,5,3,0,1
yayıb,hadisə,5,6,0,1
alıb,,4,0,0,0
qiymətləndirilir,,16,0,0,0
olub,apa,4,3,0,1
yayıb,texas,5,5,0,1
olub,hadisədə,4,8,0,1
alıb,,4,0,0,0
verib,,5,0,0,0
,bunu,0,4,0,1
deyib,,5,0,0,0
edilib,,6,0,0,0
yerləşdirilib,,13,0,0,0
,,0,0,0,0
görülüb,di̇n,7,3,0,1
ediblər,hazırda,7,7,0,1
edilir,,6,0,0,0
yerindədirlər,apa,13,3,0,1
yayıb,,5,0,0,0
aparılır,,8,0,0,0
olunub,,6,0,0,0
yaranıb,apa,7,3,0,1
yayıb,hal,5,3,0,1
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
olunur,,6,0,0,0
saxlanılıb,di̇n,10,3,0,1
r,bayramov,1,8,0,0
saxlanılıb,həmin,10,5,0,1
götürülüb,faktla,9,6,0,1
aparılır,,8,0,0,0
saxlanılıb,,10,0,0,0
edilib,,6,0,0,0
göndərilib,,10,0,0,0
məhdudlaşdırılıb,,16,0,0,0
verib,apa,5,3,0,1
verib,hadisəyə,5,8,0,1
söndürülüb,yanğının,10,8,0,1
araşdırılır,,11,0,0,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
artıb,,5,0,0,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
artıb,,5,0,0,0
olub,di̇n,4,3,0,1
götürülüb,fakt,9,4,0,1
aparılır,,8,0,0,0
olub,apa,4,3,0,1
yayıb,minnesota,5,9,0,1
olub,hadisəni,4,8,0,1
güllələyib,hadisənin,10,9,0,1
edib,,4,0,0,0
olub,,4,0,0,0
artıb,,5,0,0,0
mln,,3,0,0,0
edib,,4,0,0,0
keçiriblər,di̇n,10,3,0,1
saxlanılıb,araşdırmalar,10,12,0,1
edilib,o,6,1,0,1
vurub,faktlarla,5,9,0,1
başlanılıb,,10,0,0,0
açıqlanıb,,9,0,0,0
,,0,0,1,0
edib,,4,0,0,0
,,0,0,1,0
,,0,0,1,0
edib,,4,0,0,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
planlaşdırılıb,,14,0,0,0
m,ə,1,1,0,0
ə,rəsulzadə,1,9,0,0
yaranacaq,,9,0,0,0
ucuzlaşıb,,9,0,0,0
enib,qeyd,4,4,0,1
edib,,4,0,0,0
bahalaşıb,,9,0,0,0
olub,,4,0,0,0
edib,,4,0,0,0
mlrd,,4,0,0,0
çatıb,,5,0,0,0
çoxdur,,6,0,0,0
deyib,,5,0,0,0
mlrd,,4,0,0,0
çatıb,,5,0,0,0
edib,,4,0,0,0
azalıb,,6,0,0,0
mlrd,,4,0,0,0
çatıb,,5,0,0,0
mlrd,,4,0,0,0
edib,,4,0,0,0
edilib,daxili,6,6,0,1
götürülüb,bundan,9,6,0,1
verib,bu,5,2,0,1
etdirilir,,9,0,0,0
mlrd,,4,0,0,0
çatıb,,5,0,0,0
deyib,o,5,1,0,1
edib,z,4,1,0,1
z,,1,0,0,0
olub,,4,0,0,0
edib,,4,0,0,0
verib,,5,0,0,0
kartlardır,,10,0,0,0
dəstəkləməkdədir,,16,0,0,0
ötüb,apa,4,3,0,1
verir,xatırladaq,5,10,0,1
vurub,,5,0,0,0
yayıb,apa,5,3,0,1
edilib,,6,0,0,0
etdirilir,daxili,9,6,0,1
edirlər,baş,7,3,0,1
saxlanılıb,,10,0,0,0
edilib,r,6,1,0,1
r,nağıyev,1,7,0,0
bildirib,faktla,8,6,0,1
seçilib,,7,0,0,0
etdirilir,,9,0,0,0
mlrd,,4,0,0,0
keçib,,5,0,0,0
deyib,o,5,1,0,1
edilməsidir,,11,0,0,0
edib,,4,0,0,0
aşkarlanıb,daxili,10,6,0,1
götürülüb,,9,0,0,0
enib,,4,0,0,0
azdır,qeyd,5,4,0,1
başlanılıb,,10,0,0,0
gerçəkləşdirilməkdədir,mərkəzi,22,7,0,1
başlayıb,,8,0,0,0
tutulur,seminar,7,7,0,1
aparılacaq,i̇lk,10,3,0,1
keçirilir,,9,0,0,0
keçiriləcək,xatırladaq,11,10,0,1
çatdırılıb,,10,0,0,0
düşüb,apasport,5,8,0,1
apasport,az,8,2,0,0
gələcək,yığmamız,7,8,0,1
keçirəcək,qeyd,9,4,0,1
daşıyır,,7,0,0,0
edəcək,u,6,1,0,1
olunub,,6,0,0,0
